"CAMIS","DBA","BUILDING","STREET","BORO","ZIPCODE","PHONE","CUISINE_DESC","STREET1"
"50072055","SOOGIL","108","EAST    4 STREET","Manhattan","10003","3472551437","Korean","108 EAST    4 STREET"
"41693660","LA SULTANA CAFE","124","EAST    4 STREET","Manhattan","10003","2122287678","Mediterranean","124 EAST    4 STREET"
"50042835","TAC N ROLL","124","EAST    4 STREET","Manhattan","10003","2123530800","Chinese","124 EAST    4 STREET"
"50064353","BALI KITCHEN","128","EAST    4 STREET","Manhattan","10003","6466784784","Indonesian","128 EAST    4 STREET"
"50070830","BROKEN COCONUT","15","EAST    4 STREET","Manhattan","10003","6467915029","Café/Coffee/Tea","15 EAST    4 STREET"
"50083116","THE GREAT CABIN","205","EAST    4 STREET","Manhattan","10009","2127770454","American","205 EAST    4 STREET"
"50007666","BIBI WINECELLAR","211","EAST    4 STREET","Manhattan","10009","2126732424","American","211 EAST    4 STREET"
"50090816","VAN DA","234","EAST    4 STREET","Manhattan","10009","9173744141","Vietnamese/Cambodian/Malaysia","234 EAST    4 STREET"
"50050958","MISIRIZZI","36","EAST    4 STREET","Manhattan","10003","2123750100","Italian","36 EAST    4 STREET"
"50017219","OGAWA CAFE","36","EAST    4 STREET","Manhattan","10003","2125336527","Japanese","36 EAST    4 STREET"
"41456472","B BAR AND GRILL","40","EAST    4 STREET","Manhattan","10003","2124752220","American","40 EAST    4 STREET"
"50093528","HELLO ALWAYS TEA","60","EAST    4 STREET","Manhattan","10003","6464916460","Café/Coffee/Tea","60 EAST    4 STREET"
"50009936","ODDFELLOWS ICE CREAM","75","EAST    4 STREET","Manhattan","10003","9174751812","Ice Cream, Gelato, Yogurt, Ices","75 EAST    4 STREET"
"50087228","SUSHI BY M","75","EAST    4 STREET","Manhattan","10003","9176509052","Japanese","75 EAST    4 STREET"
"41488981","PICCOLA STRADA RESTAURANT","77","EAST    4 STREET","Manhattan","10003","2126741557","Italian","77 EAST    4 STREET"
"50050792","PLANT FOOD + WINE","84","EAST    4 STREET","Manhattan","10003","2126581948","Vegetarian","84 EAST    4 STREET"
"40999727","KGB BAR","85","EAST    4 STREET","Manhattan","10003","2125053360","American","85 EAST    4 STREET"
"50082348","NEW YORK COMEDY CLUB","85","EAST    4 STREET","Manhattan","10003","2129949828","American","85 EAST    4 STREET"
"50066655","DOKODEMO","89","EAST    4 STREET","Manhattan","10003","9172615228","Japanese","89 EAST    4 STREET"
"40400810","THE SCRATCHER CAFE","209","EAST    5 STREET","Manhattan","10003","2124770030","Irish","209 EAST    5 STREET"
"50042006","COFFEE PROJECT NY","239","EAST    5 STREET","Manhattan","10003","2122287888","Café/Coffee/Tea","239 EAST    5 STREET"
"50059386","SOUTHERN CROSS COFFEE","300","EAST    5 STREET","Manhattan","10003","2127279470","Café/Coffee/Tea","300 EAST    5 STREET"
"50095224","SPIRITEA","300","EAST    5 STREET","Manhattan","10003","6469066859","Café/Coffee/Tea","300 EAST    5 STREET"
"50088848","JIANG DINER","309","EAST    5 STREET","Manhattan","10003","6464845999","Chinese","309 EAST    5 STREET"
"40513184","ACE BAR","531","EAST    5 STREET","Manhattan","10009","2129798476","American","531 EAST    5 STREET"
"41010271","MINCA RAMEN FACTORY","536","EAST    5 STREET","Manhattan","10009","2125058001","Japanese","536 EAST    5 STREET"
"50011835","TUOME","536","EAST    5 STREET","Manhattan","10009","6468337811","Asian","536 EAST    5 STREET"
"41364268","LAVAGNA","545","EAST    5 STREET","Manhattan","10009","2129791005","Italian","545 EAST    5 STREET"
"50069152","MAYAHUEL","304","EAST    6 STREET","Manhattan","10003","2122535888","Mexican","304 EAST    6 STREET"
"50065178","CHERNIN SUSHI N RAMEN","306","EAST    6 STREET","Manhattan","10003","2123881348","Japanese","306 EAST    6 STREET"
"50074726","BEETLE HOUSE","308","EAST    6 STREET","Manhattan","10003","6465104786","American","308 EAST    6 STREET"
"50017819","MALAI MARKE","318","EAST    6 STREET","Manhattan","10003","2127777729","Indian","318 EAST    6 STREET"
"50099812","AOI KITCHEN","320","EAST    6 STREET","Manhattan","10003","2014707231","Japanese","320 EAST    6 STREET"
"50034192","K'OOK","324","EAST    6 STREET","Manhattan","10003","2122540300","Korean","324 EAST    6 STREET"
"50066022","SOUEN","326","EAST    6 STREET","Manhattan","10003","2123881155","Japanese","326 EAST    6 STREET"
"50015486","THE IZAKAYA","326","EAST    6 STREET","Manhattan","10003","9174751284","Japanese","326 EAST    6 STREET"
"50073846","CINNAMON GARDEN","328","EAST    6 STREET","Manhattan","10003","2126748881","Indian","328 EAST    6 STREET"
"50086142","SPICY MOON","328","EAST    6 STREET","Manhattan","10003","6464298471","Vegetarian","328 EAST    6 STREET"
"41044592","AWASH ETHIOPIAN RESTAURANT","338","EAST    6 STREET","Manhattan","10003","2129829589","Ethiopian","338 EAST    6 STREET"
"50005885","MANCORA BAR & APNA MASALA INDIAN CUISINE","344","EAST    6 STREET","Manhattan","10003","9172999478","Indian","344 EAST    6 STREET"
"50044438","TABLESIDE ITALIAN COOK SHOPPE","345","EAST    6 STREET","Manhattan","10003","2124770617","Italian","345 EAST    6 STREET"
"40368271","CHERRY TAVERN","441","EAST    6 STREET","Manhattan","10009","2127771448","American","441 EAST    6 STREET"
"50041630","BANH MI ZON","443","EAST    6 STREET","Manhattan","10009","6465246384","Asian","443 EAST    6 STREET"
"41216379","EASTERN BLOC / Club Cumming","505","EAST    6 STREET","Manhattan","10009","2127772555","American","505 EAST    6 STREET"
"50099434","NOWON","507","EAST    6 STREET","Manhattan","10009","5166607858","Korean","507 EAST    6 STREET"
"41164650","BUENOS AIRES","513","EAST    6 STREET","Manhattan","10009","2122282775","Spanish","513 EAST    6 STREET"
"50089798","STEAMY HALLOWS","514","EAST    6 STREET","Manhattan","10009","9172620012","Café/Coffee/Tea","514 EAST    6 STREET"
"50090436","MAYANOKI","620","EAST    6 STREET","Manhattan","10009","3476541990","American","620 EAST    6 STREET"
"50099285","JELL & CHILL","110","EAST    7 STREET","Manhattan","10009","6463705229","Ice Cream, Gelato, Yogurt, Ices","110 EAST    7 STREET"
"50085102","FIRE AND WATER","111","EAST    7 STREET","Manhattan","10009","2127772017","Vegetarian","111 EAST    7 STREET"
"50099580","MOCHII","116","EAST    7 STREET","Manhattan","10009","9175757454","Ice Cream, Gelato, Yogurt, Ices","116 EAST    7 STREET"
"50066729","BECKYS BITES","122","EAST    7 STREET","Manhattan","10009","2124209200","American","122 EAST    7 STREET"
"50015572","BUTTER LANE","123","EAST    7 STREET","Manhattan","10009","2126772880","Bakery","123 EAST    7 STREET"
"50038775","AVANT GARDEN","130","EAST    7 STREET","Manhattan","10009","2127772017","Vegetarian","130 EAST    7 STREET"
"40365075","MCSORLEY'S OLD ALE HOUSE","15","EAST    7 STREET","Manhattan","10003","2122542570","Irish","15 EAST    7 STREET"
"50019055","C & B","178","EAST    7 STREET","Manhattan","10009","2126742985","Café/Coffee/Tea","178 EAST    7 STREET"
"41703229","SAKE BAR SATSKO","202","EAST    7 STREET","Manhattan","10009","2126140933","Japanese","202 EAST    7 STREET"
"41533270","PORSENA","2123","EAST    7 STREET","Manhattan","","2122284923","Italian","2123 EAST    7 STREET"
"41214353","STANDINGS","43","EAST    7 STREET","Manhattan","10003","2124200671","American","43 EAST    7 STREET"
"50032753","AGAVI ORGANIC JUICE BAR","72","EAST    7 STREET","Manhattan","10003","2123908042","Juice, Smoothies, Fruit Salads","72 EAST    7 STREET"
"40401173","BIG BAR","73","EAST    7 STREET","Manhattan","10003","2127776969","American","73 EAST    7 STREET"
"50046853","CUPCAKE MARKET","74","EAST    7 STREET","Manhattan","10003","6468611274","Bakery","74 EAST    7 STREET"
"40722206","BLUE & GOLD BAR","79","EAST    7 STREET","Manhattan","10003","2127771006","American","79 EAST    7 STREET"
"50056074","ABRACO","81","EAST    7 STREET","Manhattan","10003","3476102034","Café/Coffee/Tea","81 EAST    7 STREET"
"50083455","SUKI","86","EAST    7 STREET","Manhattan","10003","9179996672","Japanese","86 EAST    7 STREET"
"41212149","KYO-YA","94","EAST    7 STREET","Manhattan","10009","2129824140","Japanese","94 EAST    7 STREET"
"50018025","SUBWAY","29","EAST    8 STREET","Manhattan","10003","3472681222","Sandwiches","29 EAST    8 STREET"
"50051609","DUNKIN'","52","EAST    8 STREET","Manhattan","10003","2124750890","Donuts","52 EAST    8 STREET"
"50093579","PELICANA CHICKEN","52","EAST    8 STREET","Manhattan","10003","6467915766","Chicken","52 EAST    8 STREET"
"41098956","CHIPOTLE MEXICAN GRILL","55","EAST    8 STREET","Manhattan","10003","2129823081","Tex-Mex","55 EAST    8 STREET"
"41491093","HAAGEN-DAZS","55","EAST    8 STREET","Manhattan","10003","2127772477","Ice Cream, Gelato, Yogurt, Ices","55 EAST    8 STREET"
"50082264","LAO MA SPICY","58","EAST    8 STREET","Manhattan","10003","2127771887","Chinese","58 EAST    8 STREET"
"50064814","PURE GREEN","60","EAST    8 STREET","Manhattan","10003","2125290081","Juice, Smoothies, Fruit Salads","60 EAST    8 STREET"
"50084672","BUTTERCUP BAKE SHOP","61","EAST    8 STREET","Manhattan","10003","6466109258","Bakery","61 EAST    8 STREET"
"50081301","BROOKLYN BAGEL & COFFEE COMPANY","63","EAST    8 STREET","Manhattan","10003","2124773070","Bagels/Pretzels","63 EAST    8 STREET"
"41544794","YUBA","105","EAST    9 STREET","Manhattan","10003","2127778188","Japanese","105 EAST    9 STREET"
"41403564","212 HISAE'S","212","EAST    9 STREET","Manhattan","10003","2126143226","Asian","212 EAST    9 STREET"
"40602670","SOBA-YA","229","EAST    9 STREET","Manhattan","10003","2125336966","Japanese","229 EAST    9 STREET"
"41058228","CHA-AN TEAHOUSE","230","EAST    9 STREET","Manhattan","10003","2122288030","Japanese","230 EAST    9 STREET"
"40644352","SOLAS","232","EAST    9 STREET","Manhattan","10003","2123751320","American","232 EAST    9 STREET"
"50093546","CHA AN BONBON","238A","EAST    9 STREET","Manhattan","10003","6466699785","Café/Coffee/Tea","238A EAST    9 STREET"
"41610749","MUDSPOT","307","EAST    9 STREET","Manhattan","10003","2125298766","American","307 EAST    9 STREET"
"50102842","THE GREEN GARDEN RESTAURANT","332","EAST    9 STREET","Manhattan","10003","6465751248","Vegetarian","332 EAST    9 STREET"
"50000719","THE IMMIGRANT TAP ROOM","341","EAST    9 STREET","Manhattan","10003","2126772545","American","341 EAST    9 STREET"
"50037380","SUPERIORITY BURGER","430","EAST    9 STREET","Manhattan","10009","2122561192","Vegetarian","430 EAST    9 STREET"
"50086014","WESTVILLE BAKERY","433","EAST    9 STREET","Manhattan","10009","3476187222","Café/Coffee/Tea","433 EAST    9 STREET"
"50070884","DIAN KITCHEN","435","EAST    9 STREET","Manhattan","10009","6465909898","Chinese","435 EAST    9 STREET"
"41312815","THE CABINET","649","EAST    9 STREET","Manhattan","10009","2126731190","American","649 EAST    9 STREET"
"41643753","THE WAYLAND","700","EAST    9 STREET","Manhattan","10009","2127777022","American","700 EAST    9 STREET"
"40974766","CHIKALICIOUS DESSERT BAR","203","EAST   10 STREET","Manhattan","10003","2129959511","Other","203 EAST   10 STREET"
"40393712","SHABU TATSU","216","EAST   10 STREET","Manhattan","10003","2124772972","Japanese","216 EAST   10 STREET"
"50094304","TSUKIMI","228","EAST   10 STREET","Manhattan","10003","4126088668","Japanese","228 EAST   10 STREET"
"50038223","KAVASUTRA","261","EAST   10 STREET","Manhattan","10009","6466494214","Juice, Smoothies, Fruit Salads","261 EAST   10 STREET"
"50099141","VEGAN LOVE","263","EAST   10 STREET","Manhattan","10009","7188083623","Not Listed/Not Applicable","263 EAST   10 STREET"
"50067680","AHIMSA GARDEN","265","EAST   10 STREET","Manhattan","10009","2122282022","Vegetarian","265 EAST   10 STREET"
"40383067","RUSSIAN TURKISH BATHS","268","EAST   10 STREET","Manhattan","10009","2125450665","Russian","268 EAST   10 STREET"
"41469996","BRINDLE ROOM","277","EAST   10 STREET","Manhattan","10009","2125299702","American","277 EAST   10 STREET"
"41168098","HORUS CAFE","293","EAST   10 STREET","Manhattan","10009","2122284774","Mediterranean","293 EAST   10 STREET"
"41519587","BLIND BARBER","339","EAST   10 STREET","Manhattan","10009","2122282123","American","339 EAST   10 STREET"
"41360895","NINTH STREET ESPRESSO","341","EAST   10 STREET","Manhattan","10009","2127773508","Café/Coffee/Tea","341 EAST   10 STREET"
"40401216","EL RINCONCITO RESTAURANT","408","EAST   10 STREET","Manhattan","10009","2122541381","Spanish","408 EAST   10 STREET"
"50009816","CITY OF SAINTS COFFEE ROASTERS","79","EAST   10 STREET","Manhattan","10003","6465901621","Café/Coffee/Tea","79 EAST   10 STREET"
"50058788","IKINARI STEAK","90","EAST   10 STREET","Manhattan","10003","9173883546","Japanese","90 EAST   10 STREET"
"50096997","MOXY EAST VILLAGE","112","EAST   11 STREET","Manhattan","10003","2128881093","French","112 EAST   11 STREET"
"41705612","PEACEFOOD CAFE DOWNTOWN","41","EAST   11 STREET","Manhattan","10003","2129792288","Vegetarian","41 EAST   11 STREET"
"50084061","11TH ST BAR","510","EAST   11 STREET","Manhattan","10009","2129823929","American","510 EAST   11 STREET"
"41629811","STRIP HOUSE","13","EAST   12 STREET","Manhattan","10003","2123280000","Steak","13 EAST   12 STREET"
"41617210","DORADO","28","EAST   12 STREET","Manhattan","10003","2126270900","Tex-Mex","28 EAST   12 STREET"
"50017340","NUM PANG","28","EAST   12 STREET","Manhattan","10003","6464299606","Sandwiches","28 EAST   12 STREET"
"50085906","JUKE BAR","301","EAST   12 STREET","Manhattan","10003","9149073094","American","301 EAST   12 STREET"
"50064456","JOHN'S OF 12TH STREET","302","EAST   12 STREET","Manhattan","10003","2124759531","Italian","302 EAST   12 STREET"
"50068193","SALTWATER COFFEE","345","EAST   12 STREET","Manhattan","10003","9178812466","Café/Coffee/Tea","345 EAST   12 STREET"
"50075990","SAUCE PIZZERIA","345","EAST   12 STREET","Manhattan","10003","6469834007","Pizza","345 EAST   12 STREET"
"41441196","MOTORINO PIZZERIA NAPOLETANA","349","EAST   12 STREET","Manhattan","10003","2127772644","Pizza","349 EAST   12 STREET"
"50063691","THAI TERMINAL","349","EAST   12 STREET","Manhattan","10003","2126140155","Thai","349 EAST   12 STREET"
"41681319","DUCKS EATERY","351","EAST   12 STREET","Manhattan","10003","2124323825","American","351 EAST   12 STREET"
"40998515","HEARTH","403","EAST   12 STREET","Manhattan","10009","6466021300","American","403 EAST   12 STREET"
"41317244","ZADIE'S OYSTER ROOM","413","EAST   12 STREET","Manhattan","10009","6466021300","American","413 EAST   12 STREET"
"50015984","SHUKO","47","EAST   12 STREET","Manhattan","10003","6465103673","Japanese","47 EAST   12 STREET"
"41651810","RIBALTA","48","EAST   12 STREET","Manhattan","10003","2127777781","Italian","48 EAST   12 STREET"
"50090221","MACE","505","EAST   12 STREET","Manhattan","10009","3478667739","American","505 EAST   12 STREET"
"50053912","LA VRAIE RACLETTE","511","EAST   12 STREET","Manhattan","10009","9293295758","French","511 EAST   12 STREET"
"41376871","CIAO FOR NOW","521","EAST   12 STREET","Manhattan","10009","2126772616","Café/Coffee/Tea","521 EAST   12 STREET"
"41623737","CORKBUZZ WINE STUDIO","13","EAST   13 STREET","Manhattan","10003","6468736071","American","13 EAST   13 STREET"
"50088038","PATISSERIE FOUET","15","EAST   13 STREET","Manhattan","10003","2126200622","Bakery","15 EAST   13 STREET"
"41684056","LA MAISON DU CROQUE MONSIEUR","17","EAST   13 STREET","Manhattan","10003","2126752227","French","17 EAST   13 STREET"
"50097011","BABU JI","22","EAST   13 STREET","Manhattan","10003","2129511082","Indian","22 EAST   13 STREET"
"41641276","TABOONETTE","30","EAST   13 STREET","Manhattan","10003","2125107871","Middle Eastern","30 EAST   13 STREET"
"50060858","SISTER JANE","349","EAST   13 STREET","Manhattan","10003","9172658234","American","349 EAST   13 STREET"
"50047488","SPICE","39","EAST   13 STREET","Manhattan","10003","2129823758","Thai","39 EAST   13 STREET"
"50033733","ICHIBANTEI","401","EAST   13 STREET","Manhattan","10009","6463689755","Japanese","401 EAST   13 STREET"
"40994918","KEY BAR","432","EAST   13 STREET","Manhattan","10009","2124783021","American","432 EAST   13 STREET"
"41618267","PHOENIX","447","EAST   13 STREET","Manhattan","10009","2124779979","American","447 EAST   13 STREET"
"41543275","EL CACTO","54","EAST   13 STREET","Manhattan","10003","2124775577","Mexican","54 EAST   13 STREET"
"41088457","JOE","9","EAST   13 STREET","Manhattan","10003","2129247400","Café/Coffee/Tea","9 EAST   13 STREET"
"50095406","DUNKIN/UNIVERSITY HALL","110","EAST   14 STREET","Manhattan","10003","7043285090","Other","110 EAST   14 STREET"
"50078360","SUBWAY","113","EAST   14 STREET","Manhattan","10003","2127777088","Sandwiches","113 EAST   14 STREET"
"41485091","BRAVO PIZZA","115","EAST   14 STREET","Manhattan","10003","2122532220","Pizza","115 EAST   14 STREET"
"41453957","CHIPOTLE MEXICAN GRILL","117","EAST   14 STREET","Manhattan","10003","2122600641","Mexican","117 EAST   14 STREET"
"41628697","5 NAPKIN BURGER","150","EAST   14 STREET","Manhattan","10003","2122285500","American","150 EAST   14 STREET"
"41717500","JOE'S PIZZA","150","EAST   14 STREET","Manhattan","10003","2123889474","Pizza","150 EAST   14 STREET"
"41408737","TACO BELL, PIZZA HUT EXPRESS","18","EAST   14 STREET","Manhattan","10003","2126458645","Pizza","18 EAST   14 STREET"
"41113037","BITE","211","EAST   14 STREET","Manhattan","10003","2126773123","Mediterranean","211 EAST   14 STREET"
"50058907","HAPPY BURRITO","211","EAST   14 STREET","Manhattan","10003","2123533728","Mexican","211 EAST   14 STREET"
"50099841","KENT'S DOUMPLING HOUSE","220","EAST   14 STREET","Manhattan","10003","7182088821","Chinese","220 EAST   14 STREET"
"50078974","CHEN'S EXPRESS KITCHEN","223","EAST   14 STREET","Manhattan","10003","2129828966","Chinese","223 EAST   14 STREET"
"50063442","FAT CAT KITCHEN","223","EAST   14 STREET","Manhattan","10003","2122351994","American","223 EAST   14 STREET"
"50097573","HAWKERS","225","EAST   14 STREET","Manhattan","10003","9176893481","Thai","225 EAST   14 STREET"
"50046118","VIVI BUBBLE TEA","226","EAST   14 STREET","Manhattan","10003","2127778988","Café/Coffee/Tea","226 EAST   14 STREET"
"50070060","BEAUTY BAR","231","EAST   14 STREET","Manhattan","10003","2125391389","American","231 EAST   14 STREET"
"41606171","IHOP","235237","EAST   14 STREET","Manhattan","","2123881499","American","235237 EAST   14 STREET"
"41606848","BAOHAUS","238","EAST   14 STREET","Manhattan","10003","6466698889","Asian","238 EAST   14 STREET"
"50004312","KFC","242","EAST   14 STREET","Manhattan","10003","8776944474","Chicken","242 EAST   14 STREET"
"50001547","THE WINSLOW","243","EAST   14 STREET","Manhattan","10003","2127777717","English","243 EAST   14 STREET"
"50070389","MANI IN PASTA","245","EAST   14 STREET","Manhattan","10003","6468910174","Pizza/Italian","245 EAST   14 STREET"
"50077185","HOTEL TORTUGA","246","EAST   14 STREET","Manhattan","10003","2122281884","Mexican","246 EAST   14 STREET"
"50061233","ARTICHOKE BASILLE'S PIZZA","321","EAST   14 STREET","Manhattan","10003","2122282004","Pizza","321 EAST   14 STREET"
"41000697","NOWHERE","322","EAST   14 STREET","Manhattan","10003","2124774744","American","322 EAST   14 STREET"
"41024190","CROCODILE LOUNGE","325","EAST   14 STREET","Manhattan","10003","2124777747","Pizza","325 EAST   14 STREET"
"41125878","O'HANLON'S BAR","349","EAST   14 STREET","Manhattan","10003","2125337333","Irish","349 EAST   14 STREET"
"41463516","MCDONALD'S","404","EAST   14 STREET","Manhattan","10009","2125980045","Hamburgers","404 EAST   14 STREET"
"50061230","EAST AKINA SUSHI","424","EAST   14 STREET","Manhattan","10009","2123881127","Japanese","424 EAST   14 STREET"
"50045305","DOMINO'S","440","EAST   14 STREET","Manhattan","10009","2124733030","Pizza","440 EAST   14 STREET"
"41721343","COFFEE SHOP DINER","442","EAST   14 STREET","Manhattan","10009","2122605842","American","442 EAST   14 STREET"
"50101645","DUA KAFE","520","EAST   14 STREET","Manhattan","10009","2122281696","Mediterranean","520 EAST   14 STREET"
"50089765","PERK KAFE","534","EAST   14 STREET","Manhattan","10009","6463295843","Café/Coffee/Tea","534 EAST   14 STREET"
"50072443","Hibachi Express","536","EAST   14 STREET","Manhattan","10009","8176000099","Japanese","536 EAST   14 STREET"
"50089251","DUNKIN'  BASKIN ROBBINS","542","EAST   14 STREET","Manhattan","10009","6464845519","Donuts","542 EAST   14 STREET"
"50016010","M & J ASIAN RESTAURANT","600","EAST   14 STREET","Manhattan","10009","2125336888","Chinese","600 EAST   14 STREET"
"50002623","LE CAFE COFFEE","7","EAST   14 STREET","Manhattan","10003","2123651060","American","7 EAST   14 STREET"
"50063050","PRESSED JUICERY","7","EAST   14 STREET","Manhattan","10003","6466570841","Juice, Smoothies, Fruit Salads","7 EAST   14 STREET"
"50033839","SUBWAY","7","EAST   14 STREET","Manhattan","10003","6462443736","Sandwiches","7 EAST   14 STREET"
"41224482","SIDE BAR","120","EAST   15 STREET","Manhattan","10003","2126772900","American","120 EAST   15 STREET"
"41159730","SHADES OF GREEN","125","EAST   15 STREET","Manhattan","10003","2126741394","American","125 EAST   15 STREET"
"40698892","15 EAST RESTAURANT","15","EAST   15 STREET","Manhattan","10003","2126479915","Japanese","15 EAST   15 STREET"
"40719059","PARK BAR","15","EAST   15 STREET","Manhattan","10003","2123679085","American","15 EAST   15 STREET"
"50060922","POKEWORKS","23","EAST   15 STREET","Manhattan","10003","6463959884","Hawaiian","23 EAST   15 STREET"
"41709057","BREADS BAKERY","18","EAST   16 STREET","Manhattan","10003","2126332253","Bakery","18 EAST   16 STREET"
"41226387","CAFE MANNA","20","EAST   16 STREET","Manhattan","10003","2129292281","American","20 EAST   16 STREET"
"50051545","TSURUTONTAN UDON NOODLE BRASSERIE","21","EAST   16 STREET","Manhattan","10003","2129891000","Japanese","21 EAST   16 STREET"
"50091353","FLATS FIX","30","EAST   16 STREET","Manhattan","10003","2126330071","Tex-Mex","30 EAST   16 STREET"
"50088801","GRITBXNG","9","EAST   16 STREET","Manhattan","10003","2127272077","Bottled beverages, including water, sodas, juices, etc.","9 EAST   16 STREET"
"40388818","YAMA JAPANESE RESTAURANT'","122","EAST   17 STREET","Manhattan","10003","2124750969","Japanese","122 EAST   17 STREET"
"41386625","LILLIE'S RESTAURANT","13","EAST   17 STREET","Manhattan","10003","2123371970","American","13 EAST   17 STREET"
"41573408","LAUT","15","EAST   17 STREET","Manhattan","10003","2122068989","Thai","15 EAST   17 STREET"
"41491315","DIG INN","17","EAST   17 STREET","Manhattan","10003","2122537676","American","17 EAST   17 STREET"
"40849391","ENNJU","20","EAST   17 STREET","Manhattan","10003","6463367004","Japanese","20 EAST   17 STREET"
"41623468","POTBELLY SANDWICH SHOP","22","EAST   17 STREET","Manhattan","10003","6462894204","Sandwiches/Salads/Mixed Buffet","22 EAST   17 STREET"
"40815605","CHOP'T","24","EAST   17 STREET","Manhattan","10003","6463365523","Salads","24 EAST   17 STREET"
"50071918","KELLOGG'S NYC","31","EAST   17 STREET","Manhattan","10003","3478280287","Café/Coffee/Tea","31 EAST   17 STREET"
"41552224","BARNES & NOBLE CAFE","33","EAST   17 STREET","Manhattan","10003","2122530810","Café/Coffee/Tea","33 EAST   17 STREET"
"50085326","GUPSHUP","113","EAST   18 STREET","Manhattan","10003","2125187313","Indian","113 EAST   18 STREET"
"50032654","JAVELINA","119","EAST   18 STREET","Manhattan","10003","2125390202","Mexican","119 EAST   18 STREET"
"40579607","PAUL & JIMMY'S RESTAURANT","123","EAST   18 STREET","Manhattan","10003","2124759540","Italian","123 EAST   18 STREET"
"50007253","COCOA","15","EAST   18 STREET","Manhattan","10003","2129828005","Café/Coffee/Tea","15 EAST   18 STREET"
"41130819","TARALLUCCI E VINO","15","EAST   18 STREET","Manhattan","10003","2122285400","Italian","15 EAST   18 STREET"
"40364389","OLD TOWN BAR & RESTAURANT","45","EAST   18 STREET","Manhattan","10003","2125296732","American","45 EAST   18 STREET"
"50041812","SWEETGREEN","8","EAST   18 STREET","Manhattan","10003","9176965431","Salads","8 EAST   18 STREET"
"41307485","THE WATERING HOLE","106","EAST   19 STREET","Manhattan","10003","2126745783","American","106 EAST   19 STREET"
"41138123","ABC COCINA / ABCV","38","EAST   19 STREET","Manhattan","10003","2126772233","French","38 EAST   19 STREET"
"41293446","BOCCA","39","EAST   19 STREET","Manhattan","10003","2123871200","Italian","39 EAST   19 STREET"
"40873175","CRAFT","4347","EAST   19 STREET","Manhattan","","2127800880","American","4347 EAST   19 STREET"
"41245735","WICHCRAFT","11","EAST   20 STREET","Manhattan","10003","2127800577","Sandwiches","11 EAST   20 STREET"
"50084715","DEVOCION","25","EAST   20 STREET","Manhattan","10003","7182856180","Café/Coffee/Tea","25 EAST   20 STREET"
"50042378","LE COQ RICO","30","EAST   20 STREET","Manhattan","10003","2122677426","French","30 EAST   20 STREET"
"41411821","MARI VANNA","41","EAST   20 STREET","Manhattan","10003","2127771955","Russian","41 EAST   20 STREET"
"41664978","GRAMERCY TAVERN","42","EAST   20 STREET","Manhattan","10003","2124770777","American","42 EAST   20 STREET"
"50083788","IL MULINO GRAMERCY","43","EAST   20 STREET","Manhattan","10003","2127775314","Italian","43 EAST   20 STREET"
"50055368","THE WING","45","EAST   20 STREET","Manhattan","10003","6466829453","Café/Coffee/Tea","45 EAST   20 STREET"
"41505301","SOCIETY BILLARDS AND BAR","10","EAST   21 STREET","Manhattan","10010","2124201000","American","10 EAST   21 STREET"
"41398041","21 HOME'S KITCHEN","22","EAST   21 STREET","Manhattan","10010","2124755049","Chinese","22 EAST   21 STREET"
"41644382","ALMAYASS","24","EAST   21 STREET","Manhattan","10010","2124733100","Middle Eastern","24 EAST   21 STREET"
"50091290","NANA THAI STREET","31","EAST   21 STREET","Manhattan","10010","212_420_75","Thai","31 EAST   21 STREET"
"50041720","GRILL 21","346","EAST   21 STREET","Manhattan","10010","2124735950","Filipino","346 EAST   21 STREET"
"40399817","NOVITA","102","EAST   22 STREET","Manhattan","10010","2126772222","Italian","102 EAST   22 STREET"
"40966216","ALMOND","12","EAST   22 STREET","Manhattan","10010","2122287557","French","12 EAST   22 STREET"
"50003035","JUICE GENERATION","109","EAST   23 STREET","Manhattan","10010","2124209700","Juice, Smoothies, Fruit Salads","109 EAST   23 STREET"
"50090108","XIANG XIANG NOODLE","110","EAST   23 STREET","Manhattan","10010","6465967759","Chinese","110 EAST   23 STREET"
"50097775","AREPPAS","115","EAST   23 STREET","Manhattan","10010","6468385757","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","115 EAST   23 STREET"
"50086357","KUNG FU TEA & TKK FRIED CHICKEN","115","EAST   23 STREET","Manhattan","10010","6464762013","Asian","115 EAST   23 STREET"
"41043903","DUNKIN'","127","EAST   23 STREET","Manhattan","10010","2126773100","Donuts","127 EAST   23 STREET"
"40387237","FLATS FIX / TACO Y TEQUILA BAR","14","EAST   23 STREET","Manhattan","10010","2123532400","Mexican","14 EAST   23 STREET"
"41148107","HIDDEN CITY CAFE","145","EAST   23 STREET","Manhattan","10010","2129796161","American","145 EAST   23 STREET"
"41391327","THE GLOBE BAR & GRILL","158","EAST   23 STREET","Manhattan","10010","2124776161","American","158 EAST   23 STREET"
"50033747","DIG INN","16","EAST   23 STREET","Manhattan","10010","2122536174","American","16 EAST   23 STREET"
"41653607","CHOP'T","18","EAST   23 STREET","Manhattan","10010","6467557837","Salads","18 EAST   23 STREET"
"50039989","AUNTIE GUAN'S KITCHEN","219","EAST   23 STREET","Manhattan","10010","2126853388","Chinese","219 EAST   23 STREET"
"50101859","ZLS BBQ","219","EAST   23 STREET","Manhattan","10010","6467819595","Chinese","219 EAST   23 STREET"
