"OBJECTID","PERMIT_TYPE","DBA","CAMIS","APPROVED_SIDEWALK","APPROVED_ROAD","SUBMISSION_DATE1"
7729,"both","Farida","50044748","yes","yes",08-JUL-20
7741,"roadway","Farida","50044748","no","yes",08-JUL-20
10839,"both","MAMAN","50044770","yes","yes",03-SEP-20
7964,"both","Montespino Restaurant Corportation","50044795","yes","yes",09-JUL-20
7942,"both","GONZALEZ-TERRAZAS CORP","50044807","yes","yes",09-JUL-20
9370,"both","619 Bar & Restaurant El Salvadoreno Corp.","50044817","yes","yes",26-JUL-20
4717,"sidewalk","The Sanchez Luncheonette","50044837","yes","no",23-JUN-20
9721,"sidewalk","dunkin donuts","50044841","yes","no",02-AUG-20
10057,"sidewalk","DUNKIN DONUTS","50044842","yes","no",08-AUG-20
3605,"sidewalk","Mighty Quinn's Barbeque","50044855","yes","no",22-JUN-20
6683,"both","Mighty Quinn's Barbeque","50044855","yes","yes",01-JUL-20
5633,"both","LAMANO WINE BAR","50044869","yes","yes",26-JUN-20
10600,"sidewalk","Arts and Crafts Beer Parlor","50044876","yes","no",24-AUG-20
2651,"both","Hogshead Tavern","50044902","yes","yes",20-JUN-20
792,"both","Seaborne","50044929","yes","yes",19-JUN-20
9313,"both","Hadramout Restaurant","50044937","yes","yes",25-JUL-20
5530,"sidewalk","Oaxaca Hells Kitchen","50044939","yes","no",25-JUN-20
8339,"sidewalk","pique 86 restaurant corp","50044966","yes","no",14-JUL-20
8333,"sidewalk","pique 86 restaurant","50044966","yes","no",14-JUL-20
10577,"sidewalk","LENWICH","50044975","yes","no",24-AUG-20
3249,"sidewalk","HK Goodness LLC","50044976","yes","no",22-JUN-20
8747,"sidewalk","McDonald's","50044988","yes","no",17-JUL-20
8755,"sidewalk","McDonald's","50044989","yes","no",17-JUL-20
9986,"sidewalk","McDonald's","50044993","yes","no",07-AUG-20
5317,"both","BAGEL PUB CROWN HEIGHTS CORP","50045022","yes","yes",25-JUN-20
10686,"both","hanamichi","50045048","yes","yes",27-AUG-20
567,"both","Hanamichi","50045048","yes","yes",19-JUN-20
11295,"roadway","THE LAZY LLAMA COFFEE BAR","50045070","no","yes",09-OCT-20
8275,"sidewalk","Auntie Guan's Kitchen 108","50045140","yes","no",13-JUL-20
4701,"sidewalk","RIU Plaza New York Times Sqaure","50045154","yes","no",23-JUN-20
5169,"both","Annie Moore�s bar & restaurant","50045177","yes","yes",24-JUN-20
3464,"both","LITTLE BASIL","50045208","yes","yes",22-JUN-20
3176,"both","POPS RESTAURANT","50045209","yes","yes",21-JUN-20
5541,"both","POPS RESTAURANT","50045209","yes","yes",25-JUN-20
7092,"both","Shuya cafe de ramen","50045234","yes","yes",03-JUL-20
2184,"sidewalk","Shuya Cafe de Ramen","50045234","yes","no",20-JUN-20
3620,"both","Jue Lan Club","50045254","yes","yes",22-JUN-20
8227,"sidewalk","Pho Grand","50045255","yes","no",13-JUL-20
8254,"both","Pho Grand","50045255","yes","yes",13-JUL-20
2880,"both","DOS31 LLC","50045268","yes","yes",21-JUN-20
695,"both","Speedy Romeo","50045292","yes","yes",19-JUN-20
8097,"sidewalk","little italy pizza","50045353","yes","no",11-JUL-20
11090,"sidewalk","MCDONALD'S","50045357","yes","no",24-SEP-20
7516,"roadway","The WILKY","50045371","no","yes",07-JUL-20
10299,"roadway","The Wilky","50045371","no","yes",16-AUG-20
5589,"sidewalk","THE WILKY","50045371","yes","no",25-JUN-20
3492,"sidewalk","Lettuce Eat Inc","50045375","yes","no",22-JUN-20
9559,"both","Chidori, Inc","50045410","yes","yes",30-JUL-20
6956,"sidewalk","chidori japanese cuisine","50045410","yes","no",02-JUL-20
7238,"sidewalk","Cafe Patoro","50045436","yes","no",04-JUL-20
2735,"sidewalk","GOODAS BAR & LOUNGE LLC","50045462","yes","no",20-JUN-20
5438,"both","GOODAS BAR & LOUNGE LLC","50045462","yes","yes",25-JUN-20
1241,"both","The Monkey bar in Staten Island inc","50045516","yes","yes",19-JUN-20
7726,"both","Heng Jiu","50045530","yes","yes",08-JUL-20
6859,"roadway","tauros bar and restaurant corp","50045593","no","yes",02-JUL-20
11443,"roadway","YASHIN","50045594","no","yes",29-OCT-20
11444,"both","YASHIN","50045594","yes","yes",29-OCT-20
5734,"sidewalk","YASHIN INC","50045594","yes","no",26-JUN-20
9688,"both","Antica Trattoria","50045600","yes","yes",01-AUG-20
2215,"both","Baron's","50045629","yes","yes",20-JUN-20
3959,"sidewalk","Puebla Restaurant 2016 Corp.","50045631","yes","no",22-JUN-20
526,"both","Status Q","50045635","yes","yes",19-JUN-20
8460,"sidewalk","Thai Sliders","50045642","yes","no",15-JUL-20
9069,"both","WU'S WONTON KING, INC.","50045647","yes","yes",21-JUL-20
3907,"sidewalk","La Chacra Restaurant Inc","50045654","yes","no",22-JUN-20
5560,"roadway","LA CHACRA RESTAURANT INC.","50045654","no","yes",25-JUN-20
1372,"roadway","Momo Ramen","50045675","no","yes",19-JUN-20
7526,"roadway","The Starliner","50045681","no","yes",07-JUL-20
5193,"both","GUAJILLO RESTAURANT","50045716","yes","yes",24-JUN-20
5225,"both","AJO Y OREGANO RESTAURANT","50045729","yes","yes",25-JUN-20
3951,"both","Botanicus Lexington, Inc.","50045730","yes","yes",22-JUN-20
5260,"sidewalk","Masseria Caffe and Bakery","50045766","yes","no",25-JUN-20
5552,"roadway","Indian Accent","50045768","no","yes",25-JUN-20
5087,"both","The Lot Radio Kiosk","50045770","yes","yes",24-JUN-20
11423,"both","Poke Bowl","50045779","yes","yes",28-OCT-20
8398,"sidewalk","Chinelos II Corp","50045788","yes","no",14-JUL-20
8357,"sidewalk","Chinelos II Corp","50045788","yes","no",14-JUL-20
4026,"both","tavern 157","50045795","yes","yes",22-JUN-20
3629,"both","Istanbul Lounge","50045802","yes","yes",22-JUN-20
686,"both","Dromedary inc","50045808","yes","yes",19-JUN-20
384,"both","Toscana49","50045810","yes","yes",19-JUN-20
6628,"both","SI Fish & More Inc","50045828","yes","yes",30-JUN-20
3423,"both","MAXWELL'S CENTRAL PARK","50045829","yes","yes",22-JUN-20
3433,"both","MAXWELL'S CENTRAL PARK","50045829","yes","yes",22-JUN-20
7983,"both","The Pearl Room","50045873","yes","yes",09-JUL-20
8943,"both","542 Taco LLC","50045884","yes","yes",20-JUL-20
8345,"roadway","542 Taco LLC","50045884","no","yes",14-JUL-20
2300,"roadway","Scarr's Pizza","50045887","no","yes",20-JUN-20
649,"both","Barano","50045891","yes","yes",19-JUN-20
4022,"roadway","tippling inc","50045895","no","yes",22-JUN-20
2704,"sidewalk","tavern 157","50045895","yes","no",20-JUN-20
698,"both","Ida's Nearabout","50045913","yes","yes",19-JUN-20
2737,"sidewalk","PETEK INC","50045921","yes","no",21-JUN-20
9917,"both","Cafe La Notte II","50045944","yes","yes",06-AUG-20
11219,"both","SPRINGBONE KITCHEN","50045947","yes","yes",02-OCT-20
10580,"sidewalk","Springbone Kitchen","50045947","yes","no",24-AUG-20
9249,"both","Gt Kingston Restaurant and Bar Inc","50045971","yes","yes",23-JUL-20
7124,"sidewalk","KBG Catering Corp","50045979","yes","no",03-JUL-20
5094,"both","EL SABOR LATINO","50045991","yes","yes",24-JUN-20
10888,"both","THE PANDERING PIG","50046003","yes","yes",08-SEP-20
4331,"sidewalk","Momosan Ramen & Sake","50046008","yes","no",23-JUN-20
9490,"roadway","Brooklynkettle","50046011","no","yes",28-JUL-20
3732,"both","Pizzeria Sirenetta","50046025","yes","yes",22-JUN-20
5643,"both","EL TEMERARIO","50046026","yes","yes",26-JUN-20
5636,"sidewalk","EL TEMERARIO","50046026","yes","no",26-JUN-20
7417,"both","LA CANTINA MEX BAR & LOUNGE CORP","50046042","yes","yes",06-JUL-20
777,"both","Uptown Bourbon","50046048","yes","yes",19-JUN-20
4110,"sidewalk","KARENA FOODS INC","50046050","yes","no",22-JUN-20
6313,"both","Jing Guan( New York) Inc","50046158","yes","yes",29-JUN-20
7836,"sidewalk","Zibetto Espresso Bar","50046175","yes","no",09-JUL-20
4499,"both","Matecana Bakery, INC","50046205","yes","yes",23-JUN-20
1180,"both","Flip SIgi","50046212","yes","yes",19-JUN-20
6143,"both","Baker's pizza","50046224","yes","yes",28-JUN-20
2081,"sidewalk","THE NEST FINE DESSERT","50046244","yes","no",20-JUN-20
1500,"both","BLEACHERS SPORTS BAR","50046251","yes","yes",19-JUN-20
9129,"sidewalk","HAKI RESTAURANTS","50046269","yes","no",22-JUL-20
4911,"both","Hummus Kitchen","50046283","yes","yes",24-JUN-20
1793,"sidewalk","Antico No�","50046285","yes","no",19-JUN-20
2939,"both","Bite","50046291","yes","yes",21-JUN-20
11131,"sidewalk","FLAVORS","50046301","yes","no",28-SEP-20
11146,"both","FLAVORS","50046301","yes","yes",29-SEP-20
4469,"both","Flavors","50046301","yes","yes",23-JUN-20
3143,"both","Sean�s Bar & Kitchen","50046316","yes","yes",21-JUN-20
6360,"sidewalk","Bellyful LLC","50046318","yes","no",29-JUN-20
3786,"both","FRUIT PARADISE INC","50046383","yes","yes",22-JUN-20
10164,"both","BAGEL MARKET INC","50046390","yes","yes",12-AUG-20
4920,"both","The Original Ciro�s Pizza","50046395","yes","yes",24-JUN-20
5204,"sidewalk","MUGHLAI INDIAN CUISINE","50046405","yes","no",25-JUN-20
10216,"both","Plant based pizza New York llc","50046424","yes","yes",13-AUG-20
3438,"both","00 + co","50046424","yes","yes",22-JUN-20
8351,"both","2 Bros Pizza","50046427","yes","yes",14-JUL-20
952,"both","SAN CARLO OSTERIA PIEMONTE","50046452","yes","yes",19-JUN-20
7493,"sidewalk","Sushi Daizen INC","50046513","yes","no",06-JUL-20
8281,"roadway","Sushi Daizen INC","50046513","no","yes",13-JUL-20
7843,"sidewalk","EL CASTILLO DE JAGUA RAMIREZ CORP","50046516","yes","no",09-JUL-20
5659,"sidewalk","Prince Coffee House Corp","50046567","yes","no",26-JUN-20
5565,"both","Saint Julivert Fisherie","50046593","yes","yes",25-JUN-20
9527,"both","bogeda 88","50046597","yes","yes",29-JUL-20
10564,"roadway","Sofia wine bar Inc","50046638","no","yes",23-AUG-20
6833,"both","SOIFA WINE BAR INC.","50046638","yes","yes",01-JUL-20
2680,"sidewalk","Sofia wine bar inc","50046638","yes","no",20-JUN-20
8890,"both","THE LOWERY BAR & KITCHEN","50046674","yes","yes",19-JUL-20
2004,"both","The Lowery Bar & Kitchen","50046674","yes","yes",20-JUN-20
8782,"both","THE LOWERY BAR & KITCHEN","50046674","yes","yes",17-JUL-20
4624,"both","Passage","50046762","yes","yes",23-JUN-20
6224,"roadway","Milk Bar Chelsea","50046784","no","yes",29-JUN-20
7067,"both","EL RODEO","50046787","yes","yes",03-JUL-20
805,"both","MARISCO CENTRO","50046846","yes","yes",19-JUN-20
336,"sidewalk","Cocina Del Sur","50046863","yes","no",19-JUN-20
5818,"both","SANSOOKAPSAN II","50046867","yes","yes",26-JUN-20
2936,"roadway","179 3rd Avenue LLC","50046879","no","yes",21-JUN-20
9700,"sidewalk","Avere Brooklyn Inc","50046895","yes","no",02-AUG-20
9701,"both","Avere Brooklyn Inc","50046895","yes","yes",02-AUG-20
9851,"openstreets","Shanghai Mong","50046914","no","no",05-AUG-20
6796,"roadway","Shanghai Mong","50046914","no","yes",01-JUL-20
11388,"roadway","Momoya Chelsea Restaurant","50046983","no","yes",23-OCT-20
6392,"sidewalk","MOMOYA CHELSEA","50046983","yes","no",29-JUN-20
3917,"both","SBK Hospitality llc","50046986","yes","yes",22-JUN-20
7850,"both","Soba Daddy Inc","50046997","yes","yes",09-JUL-20
487,"sidewalk","Soba Daddy Inc","50046997","yes","no",19-JUN-20
1806,"both","THE WARREN","50047108","yes","yes",19-JUN-20
8919,"roadway","Sottocasa Pizzeria Harlem","50047139","no","yes",19-JUL-20
3904,"sidewalk","Sottocasa Pizzeria Harlem","50047139","yes","no",22-JUN-20
6210,"sidewalk","Dek Sen, Inc.","50047145","yes","no",28-JUN-20
4073,"both","Fairfax","50047147","yes","yes",22-JUN-20
5997,"sidewalk","TROPICAL GRILL ON 7TH AVE CORP","50047192","yes","no",27-JUN-20
5184,"both","The Smith","50047217","yes","yes",24-JUN-20
10611,"both","LENWICH","50047320","yes","yes",25-AUG-20
7549,"sidewalk","KORYODANG BAKERY & CAFE","50047328","yes","no",07-JUL-20
7785,"both","New 21 Shanghai House inc,","50047353","yes","yes",08-JUL-20
3415,"both","The Rosemont","50047379","yes","yes",22-JUN-20
3431,"both","The Rosemont","50047379","yes","yes",22-JUN-20
32,"sidewalk","Arbuz Cafe NY inc.","50047431","yes","no",19-JUN-20
8084,"sidewalk","Mirch","50047464","yes","no",11-JUL-20
970,"both","1600 Amsterdam Harlem Group LLC","50047472","yes","yes",19-JUN-20
4750,"both","SAPORE D'ITALIA OF NYC INC","50047475","yes","yes",24-JUN-20
10340,"roadway","Love and Dough","50047483","no","yes",17-AUG-20
10341,"sidewalk","Love and Dough","50047483","yes","no",17-AUG-20
10211,"roadway","Water Street Tavern Corp.","50047483","no","yes",13-AUG-20
10212,"roadway","Love and Dough","50047483","no","yes",13-AUG-20
1084,"sidewalk","Love and Dough","50047483","yes","no",19-JUN-20
1177,"roadway","Love and Dough","50047483","no","yes",19-JUN-20
2033,"sidewalk","Annabell�s Pasteria Inc","50047502","yes","no",20-JUN-20
3169,"both","Nessfood 304 LLC","50047519","yes","yes",21-JUN-20
9102,"both","Encore Restaurant","50047557","yes","yes",22-JUL-20
5762,"both","Pocion Lounge","50047616","yes","yes",26-JUN-20
3195,"both","Toast & Roast  Bagel & Coffee Company","50047617","yes","yes",22-JUN-20
8039,"both","Mexi Equa Share INC","50047636","yes","yes",10-JUL-20
3788,"both","Taylor St All Day Cafe","50047638","yes","yes",22-JUN-20
2865,"sidewalk","Bocelli Ristorante","50047645","yes","no",21-JUN-20
10494,"sidewalk","Desi Galli","50047650","yes","no",20-AUG-20
4313,"sidewalk","Kirsh Bakery and Kitchen","50047690","yes","no",23-JUN-20
8893,"sidewalk","Niko Coffee LLC","50047718","yes","no",19-JUL-20
1299,"both","TALON NYC LLC","50047736","yes","yes",19-JUN-20
6455,"both","La Kuchara","50047741","yes","yes",29-JUN-20
3153,"both","Karam Restaurant","50047747","yes","yes",21-JUN-20
2053,"both","Bluestone Lane","50047766","yes","yes",20-JUN-20
3915,"both","Dutch Fred's","50047780","yes","yes",22-JUN-20
6809,"roadway","karaoke city","50047786","no","yes",01-JUL-20
4540,"sidewalk","NEWYORKTITLAN","50047788","yes","no",23-JUN-20
5580,"roadway","NEWYORKTITLAN","50047788","no","yes",25-JUN-20
7385,"both","Ding Hot Pot & BBQ","50047806","yes","yes",06-JUL-20
4143,"sidewalk","LB 1140 Broadway LLC","50047817","yes","no",23-JUN-20
3809,"sidewalk","LB 1140 Broadway LLC","50047817","yes","no",22-JUN-20
3340,"sidewalk","L'Amico","50047825","yes","no",22-JUN-20
6910,"roadway","Blank Slate Coffee + Kitchen","50042774","no","yes",02-JUL-20
1071,"sidewalk","Blank Slate Coffee + Kitchen","50042774","yes","no",19-JUN-20
9901,"both","HSNYC LLC","50042800","yes","yes",06-AUG-20
4390,"sidewalk","Chihuahua INC","50042802","yes","no",23-JUN-20
9548,"sidewalk","356 Coffee and Bakery LLC","50042803","yes","no",30-JUL-20
9616,"roadway","Ten Ichi Ramen","50042810","no","yes",31-JUL-20
9621,"both","Ten Ichi Noodle Inc","50042810","yes","yes",31-JUL-20
5194,"roadway","Campania Felix llc","50042812","no","yes",24-JUN-20
8141,"both","Campania Felix","50042812","yes","yes",12-JUL-20
9718,"sidewalk","dunkin donuts","50042840","yes","no",02-AUG-20
9730,"sidewalk","dunkin donuts","50042840","yes","no",03-AUG-20
1726,"both","N/A","50042927","yes","yes",19-JUN-20
6371,"both","UPPER EAST CAFE","50042937","yes","yes",29-JUN-20
5359,"sidewalk","LIC Corner Cafe","50042943","yes","no",25-JUN-20
8520,"sidewalk","Delicias Cuencanas","50042980","yes","no",15-JUL-20
6912,"both","T� Company","50042981","yes","yes",02-JUL-20
4694,"roadway","BANGIA","50043003","no","yes",23-JUN-20
7969,"roadway","bangia","50043003","no","yes",09-JUL-20
8567,"openstreets","BANGIA","50043003","no","no",16-JUL-20
10763,"both","BANGIA","50043003","yes","yes",31-AUG-20
4520,"both","Black Rose Hospitality Group LLC","50043011","yes","yes",23-JUN-20
6877,"both","Greenwich Street Tavern","50043059","yes","yes",02-JUL-20
6861,"roadway","GST Village","50043059","no","yes",02-JUL-20
8654,"openstreets","ROVE","50043074","no","no",16-JUL-20
2291,"both","ROVE","50043074","yes","yes",20-JUN-20
4426,"sidewalk","ZEucchero E Pomodori","50043112","yes","no",23-JUN-20
6820,"both","Zucchero E Pomodori","50043112","yes","yes",01-JUL-20
1197,"both","Raku","50043130","yes","yes",19-JUN-20
2842,"sidewalk","pipins pub inc","50043173","yes","no",21-JUN-20
4769,"sidewalk","SABA'S PIZZA","50043179","yes","no",24-JUN-20
6872,"roadway","La Loba Cantina","50043181","no","yes",02-JUL-20
9873,"openstreets","Amity Hall Uptown","50043186","no","no",05-AUG-20
961,"roadway","Amity Hall Uptown Inc","50043186","no","yes",19-JUN-20
6787,"both","Nocciola 110 Corp","50043194","yes","yes",01-JUL-20
5528,"sidewalk","James B Restaurant Corp","50043201","yes","no",25-JUN-20
676,"both","Surfish Bistro 2 INC","50043205","yes","yes",19-JUN-20
5500,"both","Hartley's","50043207","yes","yes",25-JUN-20
6613,"both","PITALLAS I CORP BLUE TIJUANA","50043208","yes","yes",30-JUN-20
5368,"sidewalk","PITALLAS 1 CORP","50043208","yes","no",25-JUN-20
5666,"both","EXITO CAFE","50043212","yes","yes",26-JUN-20
2221,"sidewalk","Super Taco Restaurant corp.","50043234","yes","no",20-JUN-20
787,"roadway","The Dead Poet","50043260","no","yes",19-JUN-20
6561,"sidewalk","El Nopal Restaurant & Juice Bar","50043270","yes","no",30-JUN-20
8677,"openstreets","BoCaphe","50043293","no","no",16-JUL-20
3173,"roadway","BoCaphe","50043293","no","yes",21-JUN-20
5642,"both","EMOJI BURGER`","50043303","yes","yes",26-JUN-20
8389,"both","La Coneja Juice Bar LLC","50043311","yes","yes",14-JUL-20
5062,"sidewalk","CONEJA JUICE BAR LLC","50043311","yes","no",24-JUN-20
11174,"both","MICHAEL KELLY INC","50043343","yes","yes",30-SEP-20
1565,"both","Walters Cottage","50043374","yes","yes",19-JUN-20
11155,"roadway","empanadamam","50043385","no","yes",29-SEP-20
7211,"both","Tony�s pizzeria of Nassau ave Corp inc","50043393","yes","yes",03-JUL-20
5051,"both","Benemon","50043413","yes","yes",24-JUN-20
10181,"roadway","THE DOLAR SHOP","50043433","no","yes",12-AUG-20
8875,"sidewalk","THE DOLAR SHOP RESTAURANT GROUP LLC","50043433","yes","no",18-JUL-20
444,"both","Rise Bar NYC LLC","50043434","yes","yes",19-JUN-20
7245,"both","Salud Bar & Grill LLC","50043495","yes","yes",04-JUL-20
3572,"sidewalk","Salud Bar & Grill LLC","50043495","yes","no",22-JUN-20
3887,"sidewalk","5 Napkin Burger","50043509","yes","no",22-JUN-20
9259,"both","5 Napkin Burger","50043509","yes","yes",24-JUL-20
2528,"both","45 street catering inc","50043521","yes","yes",20-JUN-20
4179,"roadway","M2m f&b llc","50043525","no","yes",23-JUN-20
977,"sidewalk","Beny�s delice","50043525","yes","no",19-JUN-20
4947,"both","Row House","50043566","yes","yes",24-JUN-20
8424,"both","Row House","50043566","yes","yes",15-JUL-20
10853,"openstreets","ROW HOUSE","50043566","no","no",04-SEP-20
9720,"sidewalk","dunkin donuts","50043586","yes","no",02-AUG-20
10959,"both","THE BAD OLD DAYS","50043617","yes","yes",12-SEP-20
3066,"sidewalk","LA CANTINA HEIGHTS","50043628","yes","no",21-JUN-20
7937,"sidewalk","Quality Eats","50043664","yes","no",09-JUL-20
4975,"roadway","Quality Eats","50043664","no","yes",24-JUN-20
9202,"both","paddys of park slope","50043671","yes","yes",23-JUL-20
66,"roadway","Dar168inc","50043694","no","yes",19-JUN-20
124,"both","Dar168inc","50043694","yes","yes",19-JUN-20
937,"sidewalk","Khalle Bar & Grill","50043696","yes","no",19-JUN-20
10756,"roadway","ZURILEE","50043710","no","yes",31-AUG-20
1828,"sidewalk","Empanada Loca","50043712","yes","no",19-JUN-20
4648,"roadway","Empanada Loca","50043712","no","yes",23-JUN-20
5007,"sidewalk","CHINATOWN RESTAURANT","50043721","yes","no",24-JUN-20
10729,"both","SAKURA KAI","50043723","yes","yes",28-AUG-20
9067,"sidewalk","IHOP","50043735","yes","no",21-JUL-20
9740,"sidewalk","Chopped Parsley Inc.","50043736","yes","no",03-AUG-20
9834,"both","Chopped Parsley Inc","50043736","yes","yes",05-AUG-20
3531,"both","Tikka Indian Grill","50043739","yes","yes",22-JUN-20
5665,"both","SEA","50043740","yes","yes",26-JUN-20
370,"both","Two Hands Tribeca","50043755","yes","yes",19-JUN-20
10129,"sidewalk","Tannadice LLC","50043772","yes","no",11-AUG-20
10128,"openstreets","Tannadice LLC","50043772","no","no",11-AUG-20
6909,"sidewalk","Cecis restaurant ny corp","50043778","yes","no",02-JUL-20
8977,"sidewalk","Caffe Bene","50043779","yes","no",20-JUL-20
8000,"both","LAS TLAYUDAS DE OAXACA INC","50043786","yes","yes",10-JUL-20
5015,"both","NY EL DIAMANTE CORP","50043790","yes","yes",24-JUN-20
7496,"both","Slush Astoria","50043808","yes","yes",07-JUL-20
8094,"sidewalk","papaya dog","50043818","yes","no",11-JUL-20
7034,"sidewalk","Shogun","50043823","yes","no",02-JUL-20
8325,"both","Brooklyn noodles inc","50043829","yes","yes",14-JUL-20
1624,"both","LA ESMERALDA RESTAURANT CORP","50043848","yes","yes",19-JUN-20
10493,"both","BLUE CITY LOUNGE CORP","50043851","yes","yes",20-AUG-20
7947,"both","CAPELLI'S CAFE","50043851","yes","yes",09-JUL-20
6803,"both","PARK AVE CAKE LLC","50043852","yes","yes",01-JUL-20
3937,"both","Bottoms Up","50043855","yes","yes",22-JUN-20
8533,"sidewalk","Grey Cafe","50043878","yes","no",15-JUL-20
9719,"sidewalk","dunkin donuts","50043918","yes","no",02-AUG-20
2629,"both","Manhattan valley","50043927","yes","yes",20-JUN-20
4090,"roadway","Sharma and Singh Restaurant Group Inc.","50043940","no","yes",22-JUN-20
1639,"sidewalk","Sharma and Singh Restaurant Group Inc","50043940","yes","no",19-JUN-20
10927,"sidewalk","KEENANS","50043965","yes","no",10-SEP-20
899,"sidewalk","Della","50043976","yes","no",19-JUN-20
10118,"both","Pollo Campero of New York, LLC","50044006","yes","yes",10-AUG-20
4995,"both","Shalon Restaurantrestconsultants@gmail.com","50044007","yes","yes",24-JUN-20
1676,"sidewalk","Shalon Restaurant","50044007","yes","no",19-JUN-20
10709,"openstreets","THE DITTY","50044012","no","no",28-AUG-20
592,"both","The Ditty","50044012","yes","yes",19-JUN-20
10304,"both","Blendzville Cafe Inc","50044017","yes","yes",16-AUG-20
2257,"both","Kor Tor Mor","50044024","yes","yes",20-JUN-20
8433,"sidewalk","Da Raffaele","50044049","yes","no",15-JUL-20
10072,"sidewalk","475 bake, LLC","50044051","yes","no",08-AUG-20
9661,"both","Syndicated","50044054","yes","yes",31-JUL-20
271,"sidewalk","Syndicated","50044054","yes","no",19-JUN-20
10861,"roadway","KAM HING CAFE","50044089","no","yes",05-SEP-20
5366,"both","Mr Taka Ramen","50044107","yes","yes",25-JUN-20
10648,"sidewalk","ANTOJITOS DE SAN CECILIO PLACE inc","50044131","yes","no",26-AUG-20
2582,"sidewalk","J and J Bronx NY LLC","50044163","yes","no",20-JUN-20
4952,"both","LEFKOS PYROS","50044186","yes","yes",24-JUN-20
7053,"both","District Saigon","50044225","yes","yes",02-JUL-20
4657,"sidewalk","District Saigon","50044225","yes","no",23-JUN-20
10725,"both","1801 bakery Corp DBA Las Delicias Bakery","50032652","yes","yes",28-AUG-20
9867,"openstreets","Javelina Tex-Mex LLC","50032654","no","no",05-AUG-20
8346,"both","Javelina Tex-Mex LLC","50032654","yes","yes",14-JUL-20
8010,"both","Taqueria Santa Fe Corp","50032670","yes","yes",10-JUL-20
7233,"both","Kondo Japanese Restaurant","50032691","yes","yes",04-JUL-20
2129,"sidewalk","Kuu Ramen","50032701","yes","no",20-JUN-20
2799,"both","King Tai","50032742","yes","yes",21-JUN-20
10928,"both","FATHER KNOWS BEST","50032750","yes","yes",10-SEP-20
4767,"both","Agavi Juice","50032753","yes","yes",24-JUN-20
5163,"both","Cafe Dushanbe inc","50032787","yes","yes",24-JUN-20
10905,"sidewalk","BLACK FLAMINGO","50032793","yes","no",09-SEP-20
7919,"sidewalk","the ribbon worldwide ,llc","50032827","yes","no",09-JUL-20
2952,"both","Pokito","50032828","yes","yes",21-JUN-20
2140,"sidewalk","daily bagel","50032852","yes","no",20-JUN-20
115,"sidewalk","Vinny's Lunchbox INC","50032853","yes","no",19-JUN-20
2745,"roadway","Vinnys lunchbox Inc","50032853","no","yes",21-JUN-20
9351,"both","JAMEX SPORTS BAR","50032873","yes","yes",25-JUL-20
7790,"both","Tanner Smith's","50032876","yes","yes",08-JUL-20
8183,"both","SPOT DESSERT BAR","50032878","yes","yes",13-JUL-20
8514,"openstreets","Spot Dessert Bar","50032878","no","no",15-JUL-20
1428,"both","fuel","50032933","yes","yes",19-JUN-20
4908,"roadway","Foxy Johns","50032937","no","yes",24-JUN-20
3056,"both","SenanRossa","50032938","yes","yes",21-JUN-20
7923,"roadway","Captains Bar & Grill","50032946","no","yes",09-JUL-20
9561,"both","Captains Cafe 33 LLC","50032946","yes","yes",30-JUL-20
9558,"sidewalk","Captains Cafe 33 LLC","50032946","yes","no",30-JUL-20
9272,"sidewalk","El Torito  Mexican restaurant","50032967","yes","no",24-JUL-20
9275,"roadway","El torito mexican restaurant","50032967","no","yes",24-JUL-20
1149,"both","LA LOTERIA","50032988","yes","yes",19-JUN-20
817,"sidewalk","MiGarba","50032991","yes","no",19-JUN-20
3805,"sidewalk","Las Margaritas Bar & restaurant","50033000","yes","no",22-JUN-20
5140,"both","151 DBS","50033014","yes","yes",24-JUN-20
4508,"both","Juban","50033019","yes","yes",23-JUN-20
8030,"roadway","Goni pizza corp","50033065","no","yes",10-JUL-20
7511,"sidewalk","Goni pizza corp","50033065","yes","no",07-JUL-20
472,"both","Idealize Inc","50033075","yes","yes",19-JUN-20
7066,"both","La Esquina Del Sabor Restaurant","50033076","yes","yes",03-JUL-20
6283,"roadway","BAO BAO CAFE","50033077","no","yes",29-JUN-20
1200,"sidewalk","Murray's of the Bronx Corp","50033079","yes","no",19-JUN-20
108,"both","jaya 888","50033120","yes","yes",19-JUN-20
4362,"sidewalk","Mia's Bakery LLC","50033150","yes","no",23-JUN-20
4401,"both","BAR BOLINAS","50033152","yes","yes",23-JUN-20
4393,"sidewalk","BAR BOLINAS","50033152","yes","no",23-JUN-20
4072,"both","Sandwich Bar","50033154","yes","yes",22-JUN-20
3291,"both","Jonilu llc","50033167","yes","yes",22-JUN-20
11132,"sidewalk","DOS TOROS","50033171","yes","no",28-SEP-20
10569,"both","Only One Place Inc","50033184","yes","yes",23-AUG-20
8380,"both","Tender Steak and Sushi Lab","50033203","yes","yes",14-JUL-20
800,"sidewalk","Istanbul Restaurant","50033207","yes","no",19-JUN-20
8009,"both","Buddha Bodai Two Kosher Vegetarian Restaurant","50033212","yes","yes",10-JUL-20
1796,"sidewalk","buddha bodai two kosher vegetarian restaurant","50033212","yes","no",19-JUN-20
5419,"both","Lois Bar","50033249","yes","yes",25-JUN-20
4910,"sidewalk","Maiella","50033283","yes","no",24-JUN-20
7341,"both","Maiella","50033283","yes","yes",05-JUL-20
445,"sidewalk","Costas","50033292","yes","no",19-JUN-20
